1140	selber	79	selber
1141	verkaufen	79	verkaufen
1142	geschrieben	79	schreiben
1143	Entscheidung	79	Entscheidung
1144	unterwegs	79	unterwegs
1145	Insel	79	Insel
1146	Hotel	78	Hotel
1147	voller	78	voll
1148	frage	78	fragen
1149	Monat	78	Monat
1150	rufe	77	rufen
1151	verdient	77	verdienen
1152	gearbeitet	77	arbeiten
1153	wenigstens	77	wenigstens
1154	wünschte	77	wünschen
1155	tu	77	tun
1156	schöne	77	schön
1157	Selbst	77	selbst
1158	Seele	77	Seele
1159	stand	76	stehen
1160	Geist	76	Geist
1161	Gefahr	76	Gefahr
1162	Gefallen	76	Gefallen;gefallen;fallen
1163	unmöglich	76	unmöglich
1164	gelesen	76	lesen
1165	glaub	76	glauben
1166	Wegen	76	wegen
1167	bezahlt	76	bezahlen
1168	Schicksal	76	Schicksal
1169	verstehst	76	verstehen
1170	leider	76	leider
1171	Monaten	76	Monat
1172	Weile	76	Weile;weilen
1173	verheiratet	75	verheiraten
1174	mussten	75	müssen
1175	Agent	75	Agent
1176	rufen	75	rufen
1177	jemandem	75	jemand
1178	gib	75	geben
1179	Beispiel	75	Beispiel
1180	kalt	75	kalt
1181	sitzt	75	sitzen
1182	Anruf	75	Anruf
1183	Sekunde	75	Sekunde
1184	schneller	75	schnell
1185	hey	75	hey
1186	verdammte	75	verdammt;verdammen
1187	euer	74	euer
1188	hole	74	holen
1189	Denkst	74	denken
1190	Bauer	74	Bauer
1191	Karte	74	Karte
1192	aller	74	alle
1193	du's	74	du;es
1194	Befehl	74	Befehl;befehlen
1195	darfst	74	dürfen
1196	bekannt	74	bekannt;kennen
1197	Opfer	74	Opfer
1198	unglaublich	74	unglaublich
1199	steckt	74	stecken
1200	Ernst	74	ernst;Ernst
1201	unbedingt	74	unbedingt
1202	Wen	74	wen
1203	Zug	74	Zug
1204	perfekt	74	perfekt
1205	witzig	73	witzig
1206	Amerika	73	Amerika
1207	Keiner	73	keiner;kein
1208	Kamera	73	Kamera
1209	führt	73	führen
1210	passt	73	passen
1211	schlagen	73	schlagen
1212	kriegt	73	kriegen
1213	Glauben	73	glauben;Glauben
1214	sieh	73	sehen
1215	nennt	73	nennen
1216	bin's	73	sein;es
1217	Gefühle	73	Gefühl
1218	ständig	73	ständig
1219	verändert	72	verändern
1220	tolle	72	toll
1221	Gottes	72	Gott
1222	heiß	72	heiß;heißen
1223	Partner	72	Partner
1224	Mörder	72	Mörder
1225	folgen	72	folgen
1226	Mich	72	mich
1227	Computer	72	Computer
1228	dahin	72	dahin
1229	ansehen	72	ansehen
1230	Außerdem	72	außerdem
1231	Wovon	72	wovon
1232	nimm	72	nehmen
1233	klein	72	klein
1234	zerstört	71	zerstören
1235	suche	71	suchen
1236	I	71	i
1237	nämlich	71	nämlich
1238	Versuch	71	Versuch;versuchen
1239	schlimmer	71	schlimm
1240	Sheriff	71	Sheriff
1241	Unfall	71	Unfall
1242	müsste	71	müssen
1243	entschuldigen	71	entschuldigen
1244	Vorsicht	71	Vorsicht
1245	Nase	71	Nase
1246	sowas	71	sowas
1247	schießen	71	schießen
1248	alter	70	alt
1249	Geburtstag	70	Geburtstag
1250	beschützen	70	beschützen
1251	Zurück	70	zurück
1252	müde	70	müde
1253	Beziehung	70	Beziehung
1254	gestohlen	70	stehlen
1255	stirbt	70	sterben
1256	Geheimnis	70	Geheimnis
1257	süß	70	süß
1258	offen	70	offen
1259	Ihrem	70	ihrem;Ihrem
1260	Geschenk	70	Geschenk
1261	Punkt	69	Punkt
1262	Über	69	über
1263	hilft	69	helfen
1264	Dame	69	Dame
1265	bewegen	69	bewegen
1266	solange	69	solange
1267	sauer	69	sauer
1268	Tasche	69	Tasche
1269	Schritt	69	Schritt
1270	Sie's	69	Sie;sie;es
1271	Setz	69	setzen
1272	Arm	69	arm;Arm
1273	meinte	69	meinen
1274	müsst	69	müssen
1275	erwischt	69	erwischen
1276	gehabt	69	haben
1277	Bart	68	Bart
1278	vertrauen	68	vertrauen
1279	erreichen	68	erreichen
1280	wär	68	sein
1281	Gebäude	68	Gebäude
1282	Ähm	68	ähm
1283	versprochen	67	versprechen
1284	O	67	o
1285	fort	67	fort
1286	erledigt	67	erledigen
1287	Armee	67	Armee
1288	nahm	67	nehmen
1289	näher	67	nah
1290	weitere	67	weiterer
1291	Will	67	wollen
1292	Rücken	67	rücken;Rücken
1293	Chef	67	Chef
1294	Regierung	67	Regierung
1295	Preis	67	Preis
1296	Hm	66	hm
1297	Wunder	66	wundern;Wunder
1298	Verbindung	66	Verbindung
1299	Bescheid	66	Bescheid
1300	Boot	66	Boot
1301	Situation	66	Situation
1302	normal	66	normal
1303	erledigen	66	erledigen
1304	mußt	66	müssen
1305	Ehre	66	Ehre;ehren
1306	Planeten	66	Planet
1307	fürs	66	für
1308	darin	66	darin
1309	kriegst	65	kriegen
1310	ich's	65	ich;es
1311	drehen	65	drehen
1312	Denk	65	denken
1313	Prinzessin	65	Prinzessin
1314	Drogen	65	Droge
1315	Reise	65	Reise
1316	Mord	65	Mord
1317	Ob	65	ob
1318	Toll	65	toll
1319	schwöre	65	schwören
1320	Zeiten	65	Zeit
1321	Schlampe	65	Schlampe
1322	Regeln	65	Regel
1323	aussehen	65	aussehen
1324	Rede	65	Rede;reden
1325	verliebt	65	verlieben
1326	Position	65	Position
1327	redet	65	reden
1328	Scheisse	65	Scheisse
1329	Möglichkeit	64	Möglichkeit
1330	Sonne	64	Sonne
1331	hol	64	holen
1332	letzter	64	letzter
1333	Kontakt	64	Kontakt
1334	Könnte	64	können
1335	Damen	64	Dame
1336	deswegen	64	deswegen
1337	ähm	63	ähm
1338	gekauft	63	kaufen
1339	Schwert	63	Schwert
1340	Hunger	63	Hunger
1341	Frieden	63	Frieden
1342	persönlich	63	persönlich
1343	Blick	63	Blick
1344	Einzige	63	einziger
1345	Nachrichten	63	Nachricht
1346	Maul	63	Maul
1347	verraten	63	verraten
1348	Hoffnung	63	Hoffnung
1349	geboren	62	gebären
1350	Untertitel	62	Untertitel
1351	kaputt	62	kaputt
1352	Soldaten	62	Soldat
1353	eigene	62	eigener
1354	ans	62	ans
1355	übrig	62	übrig
1356	Muss	62	müssen
1357	hältst	62	halten
1358	aufhalten	62	aufhalten
1359	Zeichen	62	Zeichen
1360	Sofort	62	sofort
1361	dauert	62	dauern
1362	versteckt	62	verstecken
1363	tatsächlich	62	tatsächlich
1364	Schwein	62	Schwein
1365	Band	62	Band;binden
1366	Laß	62	lassen
1367	Haare	62	Haar
1368	wütend	62	wütend
1369	Hochzeit	62	Hochzeit
1370	schrecklich	61	schrecklich
1371	fühlt	61	fühlen
1372	Energie	61	Energie
1373	traurig	61	traurig
1374	sauber	61	sauber
1375	Leiche	61	Leiche
1376	links	61	links
1377	Kleine	61	klein
1378	super	61	super
1379	Bord	61	Bord
1380	möchten	61	mögen
1381	Erst	61	erst
1382	magst	61	mögen
1383	fangen	61	fangen
1384	gesucht	61	suchen
1385	beschäftigt	61	beschäftigen
1386	wisst	61	wissen
1387	weisst	61	wissen
1388	Wartet	61	warten
1389	erwarten	61	erwarten
1390	verschwunden	61	verschwinden
1391	Professor	61	Professor
1392	sobald	61	sobald
1393	geredet	60	reden
1394	Brief	60	Brief
1395	acht	60	acht
1396	Lauf	60	Lauf;laufen
1397	zeigt	60	zeigen
1398	Show	60	Show
1399	hübsch	60	hübsch
1400	sucht	60	suchen
1401	verkauft	60	verkaufen
1402	sagtest	60	sagen
1403	namens	60	namens
1404	Fernsehen	60	Fernsehen
1405	wohin	60	wohin
1406	Hol	60	holen
1407	ließ	60	lesen
1408	heiße	60	heißen
1409	fährt	60	fahren
1410	tanzen	60	tanzen
1411	nervös	60	nervös
1412	findest	59	finden
1413	gegessen	59	essen
1414	fehlt	59	fehlen
1415	Vergangenheit	59	Vergangenheit
1416	miteinander	59	miteinander
1417	deines	59	dein
1418	neben	59	neben
1419	Handy	59	Handy
1420	anderer	59	anderer
1421	tief	59	tief
1422	ran	59	ran
1423	Runter	59	runter
1424	Aufgabe	59	Aufgabe
1425	richtigen	59	richtig
1426	Foto	59	Foto
1427	schau	59	schauen
1428	verdammten	59	verdammt;verdammen
1429	Tee	59	Tee
1430	sieben	58	sieben
1431	Fuß	58	Fuß
1432	geschlafen	58	schlafen
1433	brauch	58	brauchen
1434	Kindern	58	Kinder
1435	Beine	58	Bein
1436	ewig	58	ewig
1437	absolut	58	absolut
1438	hm	58	hm
1439	schlechte	58	schlecht
1440	Unsinn	58	Unsinn
1441	ruf	58	rufen
1442	Treffen	58	treffen;Treffen
1443	irgendetwas	58	irgendetwas
1444	hörst	58	hören
1445	Bombe	58	Bombe
1446	bekam	57	bekommen
1447	Herrn	57	Herr
1448	Halten	57	halten
1449	gelassen	57	gelassen;lassen
1450	Tante	57	Tante
1451	angefangen	57	anfangen
1452	Hals	57	Hals
1453	vorne	57	vorne
1454	Bullen	57	Bulle
1455	Bank	57	Bank
1456	Weise	57	Weise
1457	verantwortlich	57	verantwortlich
1458	öffnen	57	öffnen
1459	schwierig	57	schwierig
1460	seh	57	sehen
1461	bleibe	57	bleiben
1462	rechts	57	rechts
1463	Operation	57	Operation
1464	Sollen	57	sollen
1465	Anwalt	56	Anwalt
1466	verspreche	56	versprechen
1467	bleibst	56	bleiben
1468	a	56	a
1469	Glückwunsch	56	Glückwunsch
1470	entscheiden	56	entscheiden
1471	entfernt	56	entfernt;entfernen
1472	brachte	56	bringen
1473	zerstören	56	zerstören
1474	Wahrscheinlich	56	wahrscheinlich
1475	Lied	56	Lied
1476	gespielt	56	spielen
1477	aussieht	56	aussehen
1478	Tun	56	tun;Tun
1479	Lust	56	Lust
1480	Vaters	56	Vater
1481	Uh	56	uh
1482	Meinst	56	meinen
1483	Bilder	56	Bild
1484	uh	56	uh
1485	kriege	56	kriegen
1486	Feind	56	Feind
1487	Händen	56	Hand
1488	jung	56	jung
1489	Ball	56	Ball
1490	stecken	56	stecken
1491	Sobald	56	sobald
1492	Reden	56	Rede;reden
1493	geholfen	56	helfen
1494	gleichen	56	gleich
1495	gehören	56	gehören
1496	wach	55	wach
1497	genannt	55	nennen
1498	zahlen	55	zahlen
1499	nahe	55	nahe
1500	Aufnahme	55	Aufnahme
1501	Achtung	55	Achtung
1502	gleiche	55	gleich
1503	Viele	55	viel
1504	Mission	55	Mission
1505	bekomme	55	bekommen
1506	laut	55	laut
1507	Schmerz	55	Schmerz
1508	Ehrlich	55	ehrlich
1509	Schlag	55	Schlag;schlagen
1510	Jawohl	55	jawohl
1511	Fleisch	55	Fleisch
1512	legen	55	legen
1513	möchtest	55	mögen
1514	Verstehst	54	verstehen
1515	Wozu	54	wozu
1516	Weihnachten	54	Weihnachten
1517	Erinnerst	54	erinnern
1518	Zieh	54	ziehen
1519	Schwierigkeiten	54	Schwierigkeit
1520	Park	54	Park
1521	Durch	54	durch
1522	Bleiben	54	bleiben
1523	wussten	54	wissen
1524	meint	54	meinen
1525	Gesellschaft	54	Gesellschaft
1526	gebeten	54	bitten
1527	erhalten	54	erhalten
1528	bedeuten	54	bedeuten
1529	Kennst	54	kennen
1530	verstecken	54	verstecken
1531	Respekt	54	Respekt
1532	dasselbe	54	dasselbe
1533	Gehirn	54	Gehirn
1534	entschieden	54	entschieden;entscheiden
1535	zieht	54	ziehen
1536	liebst	54	lieben
1537	dachten	53	denken
1538	Witze	53	Witz
1539	na	53	na
1540	sorgen	53	sorgen
1541	All	53	all
1542	Volk	53	Volk
1543	Rat	53	Rat;raten
1544	lebe	53	leben
1545	Präsidenten	53	Präsident
1546	Schuhe	53	Schuh
1547	Monster	53	Monster
1548	dauern	53	dauern
1549	Beweise	53	Beweis
1550	Hälfte	53	Hälfte
1551	schauen	53	schauen
1552	Kirche	53	Kirche
1553	Eines	53	eines
1554	Hintern	53	Hintern
1555	Spur	53	Spur
1556	Lehrer	53	Lehrer
1557	Hilf	53	helfen
1558	Gold	53	Gold
1559	Denken	53	denken;Denken
1560	lieb	52	lieb;lieben
1561	wunderbar	52	wunderbar
1562	Güte	52	Güte
1563	lasst	52	lassen
1564	geliebt	52	lieben
1565	fahre	52	fahren
1566	Loch	52	Loch
1567	geschlagen	52	schlagen
1568	ganzes	52	ganz
1569	wunderschön	52	wunderschön
1570	lachen	52	lachen
1571	beweisen	52	beweisen
1572	Zeig	52	zeigen
1573	Kleiner	52	klein
1574	gegenüber	52	gegenüber
1575	Bus	52	Bus
1576	großes	52	groß
1577	Verstand	52	Verstand;verstehen
1578	trägt	51	tragen
1579	herausfinden	51	herausfinden
1580	gewartet	51	warten
1581	niemandem	51	niemand
1582	Gegend	51	Gegend
1583	Bevor	51	bevor
1584	schönen	51	schön;schönen
1585	seltsam	51	seltsam
1586	bewegt	51	bewegen
1587	Haut	51	Haut
1588	Fotos	51	Foto
1589	nah	51	nah
1590	Angriff	51	Angriff
1591	Erzähl	51	erzählen
1592	interessant	51	interessant
1593	Schlaf	51	Schlaf;schlafen
1594	Wind	51	Wind
1595	Messer	51	Messer
1596	lag	51	liegen
1597	fürchte	51	fürchten
1598	beginnt	51	beginnen
1599	Weiter	51	weit
1600	überrascht	51	überraschen
1601	Stell	51	stellen
1602	gefangen	51	fangen
1603	bleib	51	bleiben
1604	Bein	51	Bein
1605	Eier	51	Ei
1606	singen	51	singen
1607	seht	51	sehen
1608	Überraschung	50	Überraschung
1609	Dorf	50	Dorf
1610	besorgen	50	besorgen
1611	Glas	50	Glas
1612	Fünf	50	fünf
1613	Einfach	50	einfach
1614	besuchen	50	besuchen
1615	geändert	50	ändern
1616	beginnen	50	beginnen
1617	echte	50	echt
1618	Pferd	50	Pferd
1619	Held	50	Held
1620	Taxi	50	Taxi
1621	Freunden	50	Freund
1622	mitnehmen	50	mitnehmen
1623	Gruppe	50	Gruppe
1624	Sorry	50	sorry
1625	besorgt	50	besorgt;besorgen
1626	System	50	System
1627	Gleich	50	gleich
1628	Würde	50	werden
1629	ruft	50	rufen
1630	Fahren	50	fahren;Fahren
1631	Steh	49	stehen
1632	nimmst	49	nehmen
1633	Obwohl	49	obwohl
1634	Bringt	49	bringen
1635	falschen	49	falsch
1636	leisten	49	leisten
1637	schwanger	49	schwanger
1638	Fahr	49	fahren
1639	Adresse	49	Adresse
1640	gemeinsam	49	gemeinsam
1641	entkommen	49	entkommen
1642	übel	49	übel
1643	vermisst	49	vermissen
1644	Lady	49	Lady
1645	Küche	49	Küche
1646	Flug	49	Flug
1647	Besuch	49	Besuch
1648	hängt	49	hängen
1649	werfen	49	werfen
1650	falsche	49	falsch
1651	Sogar	49	sogar
1652	Ring	49	Ring
1653	Verschwinde	49	verschwinden
1654	überleben	49	überleben
1655	Gesetz	49	Gesetz
1656	Tor	49	Tor
1657	Wald	49	Wald
1658	ungefähr	49	ungefähr
1659	Patienten	49	Patient
1660	Maschine	49	Maschine
1661	Könnten	49	können
1662	junge	49	jung
1663	Fräulein	49	Fräulein
1664	gehts	49	gehen
1665	Ehe	49	Ehe
1666	Würden	48	werden
1667	Schauspieler	48	Schauspieler
1668	Dach	48	Dach
1669	Übersetzung	48	Übersetzung
1670	kannte	48	kennen
1671	Bringen	48	bringen
1672	wir's	48	wir;es
1673	drinnen	48	drinnen
1674	Wisst	48	wissen
1675	Während	48	während
1676	Tat	48	Tat;tun
1677	Suche	48	Suche;suchen
1678	Letzte	48	letzter
1679	blöd	48	blöd
1680	Blumen	48	Blume
1681	Setzen	48	setzen
1682	Freiheit	48	Freiheit
1683	seines	48	sein
1684	Ecke	48	Ecke
1685	Wäre	48	sein
1686	Knast	48	Knast
1687	Karten	48	Karte
1688	pro	48	pro
1689	Leg	48	legen
1690	helfe	48	helfen
1691	oh	48	oh
1692	Wein	48	Wein;weinen
1693	wette	47	wetten
1694	Vergnügen	47	vergnügen;Vergnügen
1695	Uns	47	uns
1696	Unterschied	47	Unterschied
1697	Lieber	47	lieb
1698	Verbrechen	47	verbrechen;Verbrechen
1699	gibst	47	geben
1700	Vertrauen	47	vertrauen;Vertrauen
1701	gesund	47	gesund
1702	Deswegen	47	deswegen
1703	zweite	47	zweiter
1704	Hörst	47	hören
1705	erkennen	47	erkennen
1706	Meter	47	Meter
1707	euren	47	euer
1708	weder	47	weder
1709	Schüler	47	Schüler
1710	obwohl	47	obwohl
1711	bisher	47	bisher
1712	welcher	47	welcher
1713	Mut	47	Mut
1714	davor	47	davor
1715	Bar	47	Bar
1716	wohnen	47	wohnen
1717	Dem	47	der
1718	Echt	47	echt
1719	statt	47	statt
1720	Pause	47	Pause
1721	Neues	47	neu
1722	Auftrag	47	Auftrag
1723	Hoffentlich	47	hoffentlich
1724	Tschüss	47	tschüss
1725	Wand	47	Wand
1726	schreit	47	schreien
1727	Männern	47	Mann
1728	Kennen	47	kennen
1729	spreche	46	sprechen
1730	kostet	46	kosten
1731	Zuerst	46	zuerst
1732	Erfolg	46	Erfolg
1733	Wofür	46	wofür
1734	soweit	46	soweit
1735	Möchtest	46	mögen
1736	Meinen	46	mein
1737	teilen	46	teilen
1738	erschossen	46	erschießen
1739	entlang	46	entlang
1740	Eis	46	Eis
1741	'nem	46	ein
1742	Amerikaner	46	Amerikaner
1743	Abendessen	46	Abendessen
1744	Mistkerl	46	Mistkerl
1745	übernehmen	46	übernehmen
1746	Irgendwas	46	irgendwas
1747	danken	46	danken
1748	irgendwann	46	irgendwann
1749	gebaut	46	bauen
1750	schützen	46	schützen
1751	beenden	46	beenden
1752	Super	46	Super
1753	Polizist	46	Polizist
1754	gefahren	46	fahren
1755	Bericht	46	Bericht
1756	wovon	46	wovon
1757	Test	45	Test
1758	Monsieur	45	Monsieur
1759	Arme	45	Arm;arm
1760	wüsste	45	wissen
1761	woher	45	woher
1762	Majestät	45	Majestät
1763	Fertig	45	fertig
1764	versteht	45	verstehen
1765	trifft	45	treffen
1766	Meer	45	Meer
1767	Hut	45	Hut
1768	zuvor	45	zuvor
1769	lief	45	laufen
1770	Haltet	45	halten
1771	Zeitung	45	Zeitung
1772	Mami	45	Mami
1773	schuldig	45	schuldig
1774	bauen	45	bauen
1775	Freude	45	Freude
1776	zufrieden	45	zufrieden
1777	Zuhause	45	Zuhause
1778	versuchte	45	versuchen
1779	Drink	45	Drink
1780	Niemals	45	niemals
1781	sprach	45	sprechen
1782	indem	45	indem
1783	gemeint	45	meinen
1784	fühlst	45	fühlen
1785	deren	45	deren
1786	Quatsch	45	Quatsch
1787	Kugel	45	Kugel
1788	Klingt	45	klingen
1789	hielt	45	halten
1790	Gericht	45	Gericht
1791	furchtbar	45	furchtbar
1792	Würdest	45	werden
1793	Wirst	45	werden
1794	verpasst	45	verpassen
1795	Ohren	45	Ohr
1796	Rose	45	Rose
1797	neuer	45	neu
1798	fanden	45	finden
1799	Haufen	45	Haufen
1800	Drehbuch	45	Drehbuch
1801	Gutes	44	gut
1802	Schätzchen	44	Schätzchen
1803	Deal	44	Deal
1804	Ma'am	44	Ma'am
1805	Haar	44	Haar
1806	stehe	44	stehen
1807	fassen	44	fassen
1808	Ehemann	44	Ehemann
1809	funktionieren	44	funktionieren
1810	fragte	44	fragen
1811	verhaftet	44	verhaften
1812	drüber	44	drüber
1813	Sergeant	44	Sergeant
1814	stimmt's	44	stimmen;es
1815	Verantwortung	44	Verantwortung
1816	Major	44	Major
1817	feiern	44	feiern
1818	Bücher	44	Buch
1819	kümmere	44	kümmern
1820	ähnlich	44	ähnlich
1821	unterhalten	44	unterhalten
1822	Stein	44	Stein
1823	kümmert	44	kümmern
1824	nächstes	44	nächster
1825	gewusst	44	wissen
1826	Beim	44	bei
1827	schöner	43	schön
1828	aufpassen	43	aufpassen
1829	Unglaublich	43	unglaublich
1830	Katze	43	Katze
1831	geschieht	43	geschehen
1832	Brüder	43	Bruder
1833	mitgebracht	43	mitbringen
1834	unseres	43	unser
1835	Verstehe	43	verstehen
1836	Lord	43	Lord
1837	letztes	43	letzter
1838	dessen	43	dessen
1839	Vier	43	vier
1840	mitten	43	mitten
1841	erinnert	43	erinnern
1842	Wahnsinn	43	Wahnsinn
1843	vorhin	43	vorhin
1844	Neuigkeiten	43	Neuigkeit
1845	setzt	43	setzen
1846	klasse	43	klasse
1847	Einige	43	einige
1848	zufällig	43	zufällig
1849	Kleid	43	Kleid
1850	Jedenfalls	43	jedenfalls
1851	Angebot	43	Angebot
1852	erklärt	43	erklären
1853	stellt	43	stellen
1854	Restaurant	43	Restaurant
1855	Kommst	43	kommen
1856	Zur	43	zu
1857	Serie	43	Serie
1858	melden	43	melden
1859	Brücke	43	Brücke
1860	Erinnerungen	43	Erinnerung
1861	gestellt	43	stellen
1862	Sagt	42	sagen
1863	Schmerzen	42	Schmerz
1864	besteht	42	bestehen
1865	verdienen	42	verdienen
1866	hallo	42	hallo
1867	offensichtlich	42	offensichtlich
1868	Fisch	42	Fisch
1869	hängen	42	hängen
1870	Gelegenheit	42	Gelegenheit
1871	Endlich	42	endlich
1872	Möchten	42	mögen
1873	konntest	42	können
1874	bekommst	42	bekommen
1875	Idioten	42	Idiot
1876	Virus	42	Virus
1877	größte	42	groß
1878	gingen	42	gehen
1879	Strand	42	Strand
1880	geplant	42	planen
1881	betrunken	42	betrunken;trinken
1882	fängt	42	fangen
1883	keinem	42	kein
1884	bringst	42	bringen
1885	Süße	42	Süße;süß
1886	irgendwelche	42	irgendwelche
1887	Thema	42	Thema
1888	Date	42	Date
1889	Stellen	42	Stelle;stellen
1890	machten	42	machen
1891	diesmal	42	diesmal
1892	Guck	42	gucken
1893	Figur	42	Figur
1894	Weisst	42	wissen
1895	ne	42	ne
1896	brechen	42	brechen
1897	lacht	41	lachen
1898	Gar	41	gar
1899	angetan	41	angetan
1900	Paar	41	Paar
1901	Druck	41	Druck;drucken
1902	mitkommen	41	mitkommen
1903	reich	41	reich
1904	Nie	41	nie
1905	Fluss	41	Fluss
1906	wirkt	41	wirken
1907	Werden	41	werden
1908	traf	41	treffen
1909	schließlich	41	schließlich
1910	Richtige	41	richtig
1911	Gewalt	41	Gewalt
1912	gelaufen	41	laufen
1913	Daten	41	Daten
1914	Hunde	41	Hund
1915	Großvater	41	Großvater
1916	wahre	41	wahr
1917	nachgedacht	41	nachdenken
1918	Falle	41	Falle
1919	eigenes	41	eigener
1920	Gang	41	Gang;gehen
1921	sahen	41	sehen
1922	erreicht	41	erreichen
1923	Willen	41	Willen
1924	solchen	41	solcher
1925	schlechter	41	schlecht
1926	einzigen	41	einziger
1927	willkommen	40	willkommen
1928	ermordet	40	ermorden
1929	Tiere	40	Tier
1930	Sollte	40	sollen
1931	'ner	40	ein
1932	längst	40	längst
1933	Autos	40	Auto
1934	Hätte	40	haben
1935	wohnt	40	wohnen
1936	krieg	40	kriegen
1937	fiel	40	fallen
1938	Hose	40	Hose
1939	leiden	40	leiden
1940	Hau	40	hauen
1941	sprichst	40	sprechen
1942	freue	40	freuen
1943	Außer	40	außer
1944	gebrochen	40	brechen
1945	Baum	40	Baum
1946	gehalten	40	halten
1947	Träume	40	Traum
1948	Reihe	40	Reihe
1949	stelle	40	stellen
1950	Medizin	40	Medizin
1951	halb	40	halb
1952	gezeigt	40	zeigen
1953	Meilen	40	Meile
1954	Lieutenant	40	Lieutenant
1955	hieß	40	heißen
1956	Wunsch	40	Wunsch
1957	erster	40	erster
1958	Befehle	40	Befehl
1959	Bastard	40	Bastard
1960	rief	40	rufen
1961	Nachdem	40	nachdem
1962	Toten	40	tot
1963	Frühstück	40	Frühstück
1964	schaffst	40	schaffen
1965	ihres	40	ihr
1966	hat's	40	haben;es
1967	aufgeben	39	aufgeben
1968	Gespräch	39	Gespräch
1969	Engel	39	Engel
1970	verbringen	39	verbringen
1971	Terroristen	39	Terrorist
1972	Erfahrung	39	Erfahrung
1973	brauchte	39	brauchen
1974	schätzen	39	schätzen
1975	seien	39	sein
1976	Nehmt	39	nehmen
1977	Bad	39	Bad
1978	Vogel	39	Vogel
1979	Wochenende	39	Wochenende
1980	neun	39	neun
1981	fantastisch	39	fantastisch
1982	Bleibt	39	bleiben
1983	zweiten	39	zweiter
1984	vollkommen	39	vollkommen
1985	Unter	39	unter
1986	verfolgen	39	verfolgen
1987	schläft	39	schlafen
1988	bemerkt	39	bemerken
1989	Marge	39	Marge
1990	Erste	39	erster
1991	erinnerst	39	erinnern
1992	Deinen	39	dein
1993	Wichser	39	Wichser
1994	Signal	39	Signal
1995	Wollt	39	wollen
1996	Wieder	39	wieder
1997	schließen	39	schließen
1998	Pistole	39	Pistole
1999	lächerlich	39	lächerlich
2000	Filme	39	Film
